m_75_79_yrs, uw_care_oth_chld_wo_pay_pc, obp_america_pc, fam_type_cpl_non_dep_chld, m_5_9_yrs, bd_stnd_dth_rate, psq_postgrad_deg_pc, m_tot, uw_care_own_oth_chld_wo_pay_pc, f_50_54_yrs, mtw_tot_empl, f_75_79_yrs, mtw_1_meth_tot, p_15_19_yrs, f_55_59_yrs, p_med_age, year, psq_grad_dip_cert_pc, disable_p_liv_priv_dwell_pc, att_preschl_15_hrs_less, psq_adv_dip_dip_pc, f_45_49_yrs, f_35_39_yrs, internet_access_dial_up_pc, p_20_24_yrs, p_85_yrs_plus_pc, p_15_24_yrs_pc, disable_p_liv_priv_dwell, m_med_age, p_45_49_yrs, m_65_69_yrs, obp_se_asia_pc, obp_sth_east_europe_pc, m_15_19_yrs, f_40_44_yrs, m_0_4_yrs, rime_departures, oep_sal_wrk_pc, f_25_29_yrs, internet_access_tot_connected_pc, enrl_preschl_prog_tot, p_35_39_yrs, m_30_34_yrs, obp_sth_cntrl_asia_pc, hhold_type_fam, p_25_29_yrs, prop_indig_ppl_pc, rime_net_migrtn, p_80_84_yrs, fam_type_opf_non_dep_chld, fam_avg_size, p_55_59_yrs, uw_prov_care_hpl_assist_oth_pc, p_tot, m_60_64_yrs, p_5_9_yrs, psq_bach_deg_pc, m_55_59_yrs, p_25_34_yrs_pc, mtw_oth_wrk_meth_ns, p_85_yrs_and_over, m_10_14_yrs, mtw_1_meth_bicycle, oep_inad_desc_ns_pc, enrl_preschl_prog_preschl_daycare, mtw_more_1_meth_tot, m_80_84_yrs, m_25_29_yrs, mtw_oth_emp_not_go_to_wrk, fam_type_oth_fam, bd_tot_fert_rate, p_30_34_yrs, mtw_1_meth_oth, uw_volunt_wrk_org_grp_pc, fam_type_tot, fam_type_cpl_chld_u15_dep_stu, enrl_preschl_prog_5_yrs, p_45_54_yrs_pc, mtw_1_meth_bus, f_70_74_yrs, hhold_type_group, m_50_54_yrs, p_0_4_yrs, hhold_type_tot, oep_mach_oper_driv_pc, f_20_24_yrs, pop_density, p_75_79_yrs, p_10_14_yrs, att_preschl_15_hrs_more, obp_nw_europe_pc, obp_tot_pc, fam_type_cpl_wo_chld, f_10_14_yrs, obp_ne_asia_pc, p_50_54_yrs, oep_lab_pc, bd_births, oep_cler_admin_wrk_pc, f_30_34_yrs, oep_manager_pc, m_45_49_yrs, obp_sub_saharan_africa_pc, p_70_74_yrs, sa3_name_2011, f_60_64_yrs, internet_access_other_pc, uw_care_own_chld_wo_pay_pc, p_40_44_yrs, m_85_yrs_and_over, psq_pop_15_yrs_plus_pc, p_55_64_yrs_pc, m_70_74_yrs, bd_deaths, enrl_preschl_prog_preschl, p_tot_wrk_age_pop_pc, fam_type_opf_chld_u15_dep_stu, mtw_1_meth_car, psq_inad_desc_ns_pc, p_75_84_yrs_pc, oep_prof_pc, mtw_1_meth_walk_ono, psq_cert_pc, m_35_39_yrs, spk_lang_oth_eng_pc, p_35_44_yrs_pc, oep_comm_pers_serv_wrk_pc, rime_arrivals, enrl_preschl_prog_1_more_type, m_40_44_yrs, p_65_74_yrs_pc, p_0_14_yrs_pc, f_85_yrs_and_over, obp_nrth_afric_mid_east_pc, hhold_avg_size, f_80_84_yrs, obp_oceania_antar_pc, m_20_24_yrs, mtw_1_meth_motorbike_or_scooter, f_5_9_yrs, mtw_oth_wrk_home, enrl_preschl_prog_4_yrs, f_0_4_yrs, internet_access_broadband_pc, f_tot, sa3_code_2011, f_15_19_yrs, hhold_type_lone_pers, p_60_64_yrs, f_med_age, f_65_69_yrs, p_65_69_yrs, mtw_1_meth_train_or_tram, oep_tech_trade_wrk_pc
355,null,null,null,1257,6.4,null,16409,null,976,null,418,null,2045,971,36,"2014",null,null,285,null,990,990,null,2060,1.7,12.9,null,36,2040,734,null,null,1068,1026,1160,2054,null,1062,null,555,2086,1096,null,null,2292,null,-237,569,null,null,1937,null,31706,926,2367,null,966,14.0,null,551,1141,null,null,87,null,249,1230,null,null,2.1,2134,null,null,null,null,135,13.0,null,549,null,1117,2223,null,null,984,2.8,773,2225,262,null,null,null,1084,null,2093,null,385,null,1038,null,1050,null,1076,"Upper Hunter",716,null,null,2172,215,null,11.3,527,217,434,64.7,null,null,null,4.2,null,null,null,1096,null,13.4,null,1817,30,1146,7.9,21.5,336,null,null,320,null,1076,null,1110,null,420,1063,null,15297,"10604",977,null,1642,37,687,1421,null,null
1292,null,null,null,2528,6.2,null,37905,null,2763,null,1469,null,5102,2351,40,"2014",null,null,428,null,2428,2222,null,4927,2.3,13.1,null,39,4795,2011,null,null,2611,2553,2453,4389,null,2242,null,833,4500,2272,null,null,4416,null,67,2056,null,null,4660,null,76411,2120,4965,null,2309,11.8,null,1792,2529,null,null,513,null,884,2174,null,null,2.0,4564,null,null,null,null,180,13.5,null,1741,null,2722,4758,null,null,2407,466.5,2761,4850,377,null,null,null,2321,null,5485,null,822,null,2292,null,2367,null,3297,"Dapto - Port Kembla",2212,null,null,5140,692,null,11.8,1556,656,298,62.7,null,null,null,6.3,null,null,null,2278,null,12.6,null,4456,27,2587,9.6,19.1,1100,null,null,1172,null,2520,null,2437,null,654,2305,null,38506,"10701",2491,null,4332,41,2000,4011,null,null
1,null,null,null,null,null,null,6,null,null,null,null,null,3,null,29,"2014",null,null,null,null,null,null,null,null,null,23.1,null,35,null,null,null,null,null,null,null,null,null,1,null,null,null,5,null,null,1,null,null,null,null,null,null,null,13,null,null,null,null,46.2,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Illawarra Catchment Reserve",null,null,null,null,null,null,null,null,null,null,69.2,null,null,null,7.7,null,null,null,null,null,null,null,null,null,null,null,23.1,null,null,null,null,null,null,null,null,null,null,3,null,7,"10702",3,null,null,8,null,null,null,null
1349,null,null,null,3013,5.6,null,44443,null,3321,null,1518,null,6441,3137,40,"2014",null,null,527,null,3006,2723,null,5639,2.0,13.4,null,39,5897,2425,null,null,3291,3153,2879,4388,null,2517,null,1095,5238,2449,null,null,4978,null,476,1997,null,null,6116,null,90012,2659,5868,null,2979,11.0,null,1822,3187,null,null,723,null,867,2461,null,null,1.9,4925,null,null,null,null,274,13.7,null,1928,null,3095,5553,null,null,2735,230.3,2867,6180,521,null,null,null,2993,null,6416,null,902,null,2476,null,2891,null,3703,"Kiama - Shellharbour",2739,null,null,6211,646,null,12.8,1775,675,344,63.6,null,null,null,5.4,null,null,null,2515,null,12.7,null,4864,26,3058,9.4,19.6,1176,null,null,1130,null,2904,null,2855,null,822,2674,null,45569,"10703",3150,null,5398,41,2338,4763,null,null
1877,null,null,null,4031,5.0,null,65382,null,4279,null,2046,null,8123,4029,38,"2014",null,null,735,null,3954,4212,null,11709,2.4,15.2,null,36,7968,3061,null,null,4273,4470,3854,6852,null,4602,null,1364,8431,4243,null,null,9762,null,80,3164,null,null,7887,null,130409,3345,7778,null,3858,14.0,null,3183,3744,null,null,765,null,1400,5160,null,null,1.7,8460,null,null,null,null,292,12.7,null,2471,null,4282,7515,null,null,5470,543.6,3923,7220,579,null,null,null,3476,null,8561,null,1315,null,4217,null,4014,null,4754,"Wollongong",3577,null,null,8857,1112,null,11.4,2283,912,564,66.5,null,null,null,5.4,null,null,null,4219,null,13.3,null,6932,36,4387,8.4,17.3,2071,null,null,1764,null,6239,null,3747,null,1077,3661,null,65027,"10704",3850,null,6922,39,3131,6192,null,null
1026,null,null,null,884,6.2,null,15593,null,1126,null,909,null,1582,1238,53,"2014",null,null,112,null,926,663,null,1112,4.4,8.5,null,53,1785,1413,null,null,828,947,695,2043,null,540,null,262,1303,543,null,null,1071,null,231,1413,null,null,2431,null,31597,1262,1673,null,1193,6.9,null,1388,919,null,null,188,null,667,531,null,null,1.9,1096,null,null,null,null,82,12.4,null,1138,null,1000,1357,null,null,544,10.1,1935,1730,146,null,null,null,811,null,2126,null,205,null,553,null,859,null,2349,"Great Lakes",1322,null,null,1741,560,null,15.9,1211,466,73,53.3,null,null,null,10.6,null,null,null,640,null,9.6,null,2274,null,794,16.7,15.1,828,null,null,746,null,568,null,789,null,181,662,null,16004,"10801",754,null,2584,54,1508,2921,null,null
1060,null,null,null,1622,6.6,null,24593,null,1927,null,978,null,3052,2068,47,"2014",null,null,182,null,1509,1197,null,2084,3.2,10.4,null,47,2906,1915,null,null,1581,1361,1351,2785,null,1035,null,601,2300,1019,null,null,2091,null,188,1446,null,null,4074,null,49352,2039,3152,null,2006,8.5,null,1577,1610,null,null,230,null,635,1056,null,null,2.3,2080,null,null,null,null,151,13.4,null,1378,null,1779,2695,null,null,958,9.2,2038,3156,401,null,null,null,1546,null,3706,null,437,null,1061,null,1397,null,2718,"Kempsey - Nambucca",1840,null,null,2696,619,null,16.1,1340,566,365,58.5,null,null,null,7.1,null,null,null,1103,null,10.1,null,2973,4,1335,13.0,18.2,958,null,null,811,null,1126,null,1530,null,452,1344,null,24759,"10802",1471,null,3879,48,1787,3702,null,null
5,null,null,null,8,null,null,199,null,14,null,9,null,18,12,44,"2014",null,null,null,null,9,18,null,16,1.8,8.6,null,45,21,8,null,null,7,14,8,34,null,5,null,null,33,27,null,null,16,null,-6,10,null,null,28,null,396,20,29,null,16,12.6,null,7,7,null,null,null,null,3,11,null,null,null,34,null,null,null,null,null,15.4,null,14,null,26,32,null,null,7,24.3,14,9,null,null,null,null,2,null,40,null,4,null,7,null,12,null,23,"Lord Howe Island",8,null,null,20,2,null,14.1,9,null,null,64.1,null,null,null,6.1,null,null,null,15,null,13.4,null,28,null,6,10.4,17.7,5,null,null,7,null,9,null,21,null,null,24,null,197,"10803",11,null,28,42,10,18,null,null
1793,null,null,null,2352,5.5,null,37479,null,2878,null,2009,null,4582,2829,48,"2014",null,null,324,null,2518,1959,null,3289,3.5,10.2,null,46,4674,2886,null,null,2296,2577,1973,3850,null,1500,null,837,3882,1647,null,null,2952,null,854,2838,null,null,5442,null,77495,2624,4607,null,2613,8.2,null,2751,2444,null,null,584,null,1256,1452,null,null,2.1,3402,null,null,null,null,238,13.0,null,2548,null,2548,3963,null,null,1589,21.0,3802,4791,490,null,null,null,2347,null,5426,null,633,null,1755,null,2156,null,4952,"Port Macquarie",2760,null,null,4932,1057,null,14.0,2404,865,247,56.7,null,null,null,8.6,null,null,null,1923,null,11.4,null,4704,4,2355,13.9,17.2,1694,null,null,1582,null,1700,null,2255,null,595,1990,null,40016,"10804",2286,null,5384,49,2940,5826,null,null
1221,null,null,null,1699,6.4,null,26534,null,2070,null,1219,null,3457,2142,48,"2014",null,null,362,null,1553,1324,null,2202,3.0,10.5,null,48,3113,2111,null,null,1815,1607,1415,3075,null,1083,null,742,2490,1062,null,null,2046,null,120,1691,null,null,4200,null,53947,2090,3349,null,2058,8.0,null,1641,1740,null,null,427,null,783,963,null,null,2.2,2265,null,null,null,null,207,13.1,null,1692,null,1887,2781,null,null,1080,8.1,2440,3448,356,null,null,null,1708,null,3957,null,484,null,1203,null,1560,null,3399,"Taree - Gloucester",2093,null,null,3106,636,null,15.5,1707,616,276,57.5,null,null,null,7.7,null,null,null,1166,null,10.4,null,3195,39,1499,14.0,17.8,1005,null,null,908,null,1122,null,1650,null,538,1366,null,27413,"10805",1642,null,4183,48,2068,4179,null,null
849,null,null,null,1968,6.2,null,29824,null,2067,null,1015,null,4448,2026,39,"2014",null,null,361,null,1942,1869,null,4373,2.4,14.4,null,38,3745,1611,null,null,2162,1957,1873,3455,null,2010,null,888,3594,1840,null,null,4020,null,69,1399,null,null,3918,null,61146,1815,3782,null,1892,12.5,null,1440,1994,null,null,224,null,603,2010,null,null,2.0,3647,null,null,null,null,223,12.8,null,1293,null,2003,3742,null,null,2263,10.9,1864,3966,500,null,null,null,1972,null,4070,null,725,null,1807,null,1803,null,2441,"Albury",1840,null,null,3867,508,null,12.4,1148,460,601,64.3,null,null,null,5.3,null,null,null,1725,null,12.2,null,3524,57,1910,9.2,18.8,932,null,null,796,null,2110,null,1814,null,664,1869,null,31322,"10901",2286,null,3655,39,1564,3175,null,null
243,null,null,null,451,6.2,null,6673,null,525,null,229,null,811,444,43,"2014",null,null,62,null,426,337,null,683,2.1,11.6,null,43,849,401,null,null,416,391,390,811,null,308,null,208,651,341,null,null,649,null,116,335,null,null,897,null,12839,461,871,null,453,10.2,null,267,409,null,null,45,null,165,341,null,null,2.5,664,null,null,null,null,49,15.1,null,276,null,562,747,null,null,295,0.2,472,805,134,null,null,null,396,null,1087,null,159,null,323,null,423,null,607,"Lower Murray",384,null,null,856,119,null,13.6,331,111,151,62.2,null,null,null,6.3,null,null,null,314,null,11.7,null,927,8,465,10.5,18.9,148,null,null,170,null,388,null,420,null,158,357,null,6166,"10902",395,null,845,43,342,743,null,null
1028,null,null,null,1219,6.0,null,21252,null,1474,null,1038,null,2628,1415,47,"2014",null,null,295,null,1344,1032,null,1835,3.1,10.6,null,47,2495,1600,null,null,1392,1210,1157,2543,null,857,null,697,2023,1003,null,null,1878,null,189,1350,null,null,3021,null,42145,1647,2426,null,1606,9.2,null,1301,1188,null,null,159,null,644,1021,null,null,2.4,1981,null,null,null,null,202,12.9,null,1219,null,1484,2336,null,null,869,1.5,2066,2451,384,null,null,null,1263,null,2958,null,423,null,978,null,1151,null,2563,"Upper Murray exc. Albury",1631,null,null,2470,551,null,14.9,1344,435,505,58.3,null,null,null,8.1,null,null,null,991,null,10.7,null,2732,32,1260,13.4,17.1,750,null,null,706,null,966,null,1207,null,492,1179,null,20893,"10903",1236,null,3278,47,1485,3085,null,null
543,null,null,null,1207,5.9,null,18384,null,1291,null,602,null,3103,1241,38,"2014",null,null,214,null,1190,948,null,3500,2.1,17.5,null,37,2294,1023,null,null,1532,1205,1065,2164,null,1093,null,428,1811,937,null,null,2231,null,-304,778,null,null,2507,null,37794,1078,2417,null,1266,10.9,null,800,1341,null,null,122,null,343,1138,null,null,2.0,1877,null,null,null,null,92,12.8,null,809,null,1245,2166,null,null,1855,2.3,1145,2545,194,null,null,null,1204,null,2536,null,417,null,940,null,1104,null,1554,"Armidale",1144,null,null,2261,253,null,12.5,745,287,292,64.4,null,null,null,5.1,null,null,null,863,null,10.8,null,1860,23,1056,9.5,18.9,547,null,null,435,null,1645,null,1210,null,340,1101,null,19410,"11001",1571,null,2222,39,1024,2047,null,null
803,null,null,null,1290,7.0,null,19465,null,1446,null,840,null,2437,1425,45,"2014",null,null,281,null,1108,998,null,1802,2.6,10.8,null,44,2198,1409,null,null,1253,1207,1219,2237,null,821,null,550,1940,962,null,null,1699,null,21,1094,null,null,2874,null,39173,1396,2547,null,1449,9.4,null,1035,1283,null,null,159,null,487,878,null,null,2.4,1997,null,null,null,null,122,12.9,null,1063,null,1420,2429,null,null,875,1.3,1643,2488,246,null,null,null,1205,null,2866,null,393,null,1035,null,1090,null,2211,"Inverell - Tenterfield",1349,null,null,2391,325,null,14.3,1148,455,378,58.6,null,null,null,7.0,null,null,null,942,null,11.1,null,2258,13,1184,12.7,19.1,710,null,null,607,null,927,null,1257,null,430,1210,null,19708,"11002",1184,null,2745,45,1368,2777,null,null
381,null,null,null,1081,7.3,null,13849,null,952,null,392,null,1694,812,37,"2014",null,null,213,null,833,821,null,1745,1.7,12.7,null,37,1689,689,null,null,915,803,989,1997,null,880,null,409,1654,857,null,null,1733,null,-475,490,null,null,1726,null,27064,794,2076,null,914,12.7,null,450,946,null,null,110,null,225,853,null,null,2.6,1700,null,null,null,null,99,13.3,null,459,null,971,2051,null,null,843,0.8,773,1844,181,null,null,null,898,null,1923,null,397,null,843,null,856,null,989,"Moree - Narrabri",683,null,null,1750,166,null,11.8,530,223,278,63.2,null,null,null,4.7,null,null,null,833,null,12.6,null,1522,22,947,8.5,22.1,284,null,null,265,null,902,null,995,null,310,1062,null,13215,"11003",779,null,1477,37,611,1300,null,null
1386,null,null,null,2942,6.3,null,40894,null,2900,null,1519,null,5720,2659,40,"2014",null,null,591,null,2534,2217,null,4847,2.2,12.9,null,39,5088,2232,null,null,3041,2729,2859,4014,null,2413,null,1111,4425,2218,null,null,4777,null,357,1985,null,null,5369,null,82231,2446,5780,null,2710,11.4,null,1831,2883,null,null,423,null,905,2364,null,null,2.2,4626,null,null,null,null,252,13.1,null,1894,null,2796,5418,null,null,2336,4.1,2905,5581,486,null,null,null,2698,null,5696,null,952,null,2408,null,2554,null,3616,"Tamworth - Gunnedah",2392,null,null,5200,646,null,12.4,1722,671,638,61.5,null,null,null,5.9,null,null,null,2208,null,11.7,null,4371,47,2471,9.9,20.4,1185,null,null,1080,null,2511,null,2838,null,863,2559,null,41337,"11004",2679,null,4838,41,2297,4529,null,null
1900,null,null,null,3961,5.4,null,61581,null,4490,null,2331,null,8161,4313,42,"2014",null,null,483,null,4104,3723,null,7595,2.6,12.6,null,40,8087,3476,null,null,4209,4279,3964,7445,null,3366,null,1535,7335,3650,null,null,6873,null,281,3374,null,null,8394,null,124839,3739,7644,null,4081,11.4,null,3297,3852,null,null,863,null,1447,3507,null,null,2.0,7320,null,null,null,null,354,13.5,null,2802,null,4307,7514,null,null,3752,904.0,4231,7535,1012,null,null,null,3683,null,8797,null,1304,null,3670,null,3983,null,5367,"Lake Macquarie - East",3922,null,null,8566,1198,null,12.9,2565,991,628,63.1,null,null,null,6.1,null,null,null,3612,null,12.7,null,7726,40,4287,10.0,18.2,2099,null,null,1927,null,3843,null,3683,null,1173,3550,null,63258,"11101",3952,null,7661,43,3612,7088,null,null
1280,null,null,null,2301,6.9,null,37473,null,2627,null,1405,null,4973,2628,42,"2014",null,null,405,null,2326,2196,null,4806,2.9,12.9,null,41,4490,2379,null,null,2516,2489,2303,5039,null,2093,null,873,4194,1937,null,null,4329,null,460,2060,null,null,5167,null,75613,2320,4463,null,2539,11.0,null,2210,2433,null,null,544,null,909,2236,null,null,2.1,3976,null,null,null,null,186,12.8,null,1760,null,2570,4496,null,null,2199,149.1,2685,4659,434,null,null,null,2226,null,5197,null,840,null,2039,null,2164,null,3480,"Lake Macquarie - West",2489,null,null,4867,883,null,13.2,1720,879,305,61.9,null,null,null,6.3,null,null,null,1998,null,12.0,null,5499,21,2378,10.9,18.0,1327,null,null,1151,null,2607,null,2162,null,688,2193,null,38140,"11102",2457,null,4809,43,2373,4752,null,null
2201,null,null,null,4895,6.5,null,83770,null,5478,null,2625,null,9752,4984,37,"2014",null,null,656,null,5065,5074,null,14938,2.6,14.7,null,36,10173,3856,null,null,5052,5594,5341,11197,null,6734,null,2019,10384,6404,null,null,13923,null,350,3659,null,null,10168,null,167679,4386,9510,null,5184,15.7,null,4314,4522,null,null,1101,null,1460,7189,null,null,1.8,12337,null,null,null,null,443,12.6,null,3144,null,5424,10260,null,null,7293,745.6,4826,8659,1296,null,null,null,4137,null,10902,null,1907,null,5933,null,5108,null,5902,"Newcastle",4549,null,null,11242,1387,null,11.4,2758,1523,822,67.2,null,null,null,5.1,null,null,null,5310,null,12.9,null,11547,96,5648,8.2,17.0,2927,null,null,2199,null,7645,null,4615,null,1573,4919,null,83909,"11103",4700,null,8935,39,3939,7795,null,null
1273,null,null,null,2542,5.5,null,38596,null,3284,null,1387,null,4639,3281,45,"2014",null,null,392,null,2845,2410,null,3483,3.0,10.3,null,44,5425,2492,null,null,2443,2887,2126,4878,null,1692,null,1085,4601,1957,null,null,3360,null,673,2165,null,null,6406,null,78702,3048,4882,null,3125,9.3,null,2387,2461,null,null,438,null,892,1668,null,null,1.9,3962,null,null,null,null,281,14.8,null,1753,null,2947,4032,null,null,1701,50.0,2660,4820,646,null,null,null,2359,null,6231,null,696,null,2005,null,2580,null,3351,"Richmond Valley - Coastal",2861,null,null,5480,878,null,15.6,1598,715,589,62.9,null,null,null,6.1,null,null,null,2191,null,12.8,null,5551,63,2593,10.5,17.5,1509,null,null,1273,null,1782,null,2340,null,801,1906,null,40106,"11201",2196,null,5909,46,2417,4909,null,null
1039,null,null,null,2354,6.2,null,35863,null,2801,null,1192,null,4985,2759,42,"2014",null,null,343,null,2414,2020,null,4279,2.4,12.8,null,42,4719,2013,null,null,2499,2334,2221,4247,null,1771,null,925,3893,1845,null,null,3577,null,-188,1688,null,null,5582,null,72204,2618,4594,null,2823,10.1,null,1705,2520,null,null,209,null,746,1806,null,null,2.1,3686,null,null,null,null,210,14.3,null,1466,null,2812,4266,null,null,2112,9.8,2231,4873,544,null,null,null,2353,null,5613,null,711,null,1841,null,2305,null,2895,"Richmond Valley - Hinterland",2426,null,null,4528,599,null,14.7,1429,623,674,63.6,null,null,null,5.4,null,null,null,1873,null,11.7,null,4059,40,2194,9.6,19.0,1106,null,null,942,null,2167,null,2240,null,713,2045,null,36341,"11202",2486,null,5044,43,2033,4046,null,null
1945,null,null,null,2749,6.0,null,43926,null,3453,null,2239,null,5592,3432,46,"2014",null,null,387,null,2956,2515,null,4347,3.6,10.9,null,45,5702,2951,null,null,2827,3105,2520,5132,null,2038,null,1064,4741,2013,null,null,4017,null,1130,3315,null,null,6664,null,91210,2889,5404,null,3232,9.2,null,3323,2739,null,null,581,null,1471,1979,null,null,2.0,4382,null,null,null,null,219,13.3,null,2473,null,3008,4951,null,null,2107,69.8,4184,5523,639,null,null,null,2784,null,6461,null,834,null,2369,null,2746,null,4749,"Tweed Valley",3191,null,null,5888,1332,null,14.0,2276,1031,458,59.1,null,null,null,8.2,null,null,null,2226,null,11.7,null,6262,20,2783,11.7,17.4,1991,null,null,1844,null,2240,null,2655,null,846,2431,null,47284,"11203",2765,null,6080,47,2936,5887,null,null
698,null,null,null,1828,5.9,null,25023,null,1676,null,782,null,3866,1470,37,"2014",null,null,356,null,1561,1319,null,3010,2.2,14.0,null,37,3152,1079,null,null,1998,1544,1773,2238,null,1452,null,769,2704,1475,null,null,2988,null,-305,1083,null,null,3136,null,49134,1368,3539,null,1666,12.0,null,1076,1899,null,null,365,null,475,1536,null,null,2.4,2891,null,null,null,null,195,13.4,null,926,null,1778,3375,null,null,1446,1.7,1480,3597,392,null,null,null,1698,null,3454,null,613,null,1416,null,1591,null,1892,"Griffith - Murrumbidgee (West)",1247,null,null,3106,382,null,11.7,966,363,354,62.9,null,null,null,5.2,null,null,null,1385,null,11.8,null,1933,47,1562,8.3,21.4,694,null,null,608,null,1564,null,1711,null,574,1602,null,24111,"11301",1868,null,2615,38,1091,2170,null,null
298,null,null,null,559,5.6,null,7730,null,530,null,269,null,836,514,43,"2014",null,null,111,null,436,398,null,727,2.9,10.4,null,43,929,463,null,null,421,483,475,926,null,366,null,223,812,414,null,null,765,null,-15,393,null,null,1073,null,14989,554,1092,null,559,10.4,null,428,524,null,null,90,null,183,399,null,null,2.2,800,null,null,null,null,63,13.4,null,334,null,543,904,null,null,332,1.6,567,990,100,null,null,null,466,null,1073,null,157,null,386,null,493,null,707,"Tumut - Tumbarumba",469,null,null,982,164,null,14.0,373,142,124,60.2,null,null,null,6.4,null,null,null,414,null,12.0,null,911,14,499,10.6,19.9,264,null,null,210,null,395,null,533,null,162,429,null,7259,"11302",415,null,1023,43,425,888,null,null
1365,null,null,null,3191,5.7,null,46959,null,3133,null,1484,null,6641,2967,38,"2014",null,null,763,null,2826,2682,null,7208,2.4,14.7,null,37,5540,2451,null,null,3482,2916,3111,5301,null,2988,null,1377,5226,2796,null,null,5979,null,-186,2066,null,null,5944,null,94021,2743,6435,null,2977,12.2,null,2238,3223,null,null,483,null,865,2991,null,null,2.0,5492,null,null,null,null,383,12.6,null,1895,null,3149,6178,null,null,3504,5.0,2849,6240,572,null,null,null,3017,null,6282,null,1116,null,2696,null,2714,null,3649,"Wagga Wagga",2592,null,null,6019,796,null,12.0,1754,725,805,63.5,null,null,null,5.2,null,null,null,2544,null,12.0,null,5115,87,3103,8.9,20.1,1442,null,null,1201,null,3704,null,3244,null,989,3067,null,47062,"11303",3159,null,5335,39,2249,4700,null,null
2270,null,null,null,2995,6.4,null,49018,null,3546,null,2345,null,5994,3636,47,"2014",null,null,466,null,2977,2481,null,4874,3.0,11.0,null,46,5856,3674,null,null,3076,2942,2636,4980,null,2160,null,963,4792,2353,null,null,4543,null,1075,3227,null,null,7095,null,98825,3425,5831,null,3459,9.3,null,3008,2947,null,null,572,null,1508,2383,null,null,2.1,4634,null,null,null,null,231,13.1,null,2924,null,3505,5249,null,null,2356,22.6,4615,5772,457,null,null,null,2825,null,7051,null,859,null,2281,null,2879,null,5957,"Shoalhaven",3722,null,null,5788,1200,null,14.4,3033,1155,376,58.5,null,null,null,7.9,null,null,null,2311,null,10.7,null,6055,15,2846,13.5,17.1,1808,null,null,1719,null,2518,null,2836,null,735,2613,null,49807,"11401",2918,null,7147,48,3718,7392,null,null
956,null,null,null,1555,5.3,null,22877,null,1723,null,1029,null,3076,1697,46,"2014",null,null,189,null,1646,1216,null,2139,2.9,11.0,null,45,3083,1788,null,null,1468,1632,1293,2658,null,993,null,468,2317,880,null,null,1899,null,681,1458,null,null,3242,null,47563,1585,3066,null,1545,7.8,null,1356,1645,null,null,212,null,697,906,null,null,2.0,1813,null,null,null,null,122,13.5,null,1478,null,1598,2494,null,null,1050,20.4,1985,3269,276,null,null,null,1624,null,3321,null,372,null,933,null,1437,null,2888,"Southern Highlands",1772,null,null,3037,519,null,13.9,1410,432,243,57.4,null,null,null,7.2,null,null,null,1101,null,11.3,null,3339,14,1405,14.0,18.6,837,null,null,761,null,1089,null,1511,null,348,1201,null,24686,"11402",1608,null,3357,47,1975,3763,null,null
1646,null,null,null,5130,4.6,null,72225,null,5761,null,1726,null,10694,4983,39,"2014",null,null,676,null,5636,4878,null,10400,1.7,14.4,null,38,10704,3644,null,null,5531,5925,4508,10536,null,3811,null,1670,9351,3761,null,null,7809,null,491,2168,null,null,9803,null,146892,4286,9969,null,4820,10.7,null,2506,5266,null,null,1085,null,929,3998,null,null,1.6,7881,null,null,null,null,325,14.8,null,2467,null,5282,8674,null,null,5122,2040.1,3372,10243,948,null,null,null,4977,null,11043,null,1316,null,4120,null,5068,null,4896,"Baulkham Hills",4454,null,null,11249,852,null,12.6,2429,741,560,66.5,null,null,null,3.8,null,null,null,4473,null,14.0,null,11027,28,5324,8.4,19.7,1654,null,null,1239,null,5278,null,4839,null,1342,4166,null,74667,"11501",5163,null,8740,40,3746,7390,null,null
394,null,null,null,884,4.9,null,13592,null,1114,null,362,null,2233,984,42,"2014",null,null,121,null,1008,748,null,1789,2.1,14.8,null,41,1957,830,null,null,1199,1048,788,2177,null,569,null,292,1370,524,null,null,1185,null,160,486,null,null,1927,null,27117,855,1706,null,943,8.2,null,562,1021,null,null,186,null,255,616,null,null,1.9,1045,null,null,null,null,66,15.2,null,540,null,1045,1485,null,null,856,47.6,756,2004,164,null,null,null,983,null,2159,null,206,null,521,null,949,null,1143,"Dural - Wisemans Ferry",872,null,null,1963,216,null,13.5,603,178,103,64.0,null,null,null,4.6,null,null,null,622,null,12.3,null,2337,5,915,10.2,19.2,346,null,null,231,null,933,null,822,null,228,697,null,13525,"11502",1034,null,1727,43,790,1620,null,null
260,null,null,null,874,4.4,null,12732,null,956,null,228,null,2007,864,40,"2014",null,null,143,null,976,775,null,1525,1.1,14.1,null,40,2015,672,null,null,1071,1055,649,1913,null,565,null,261,1507,610,null,null,1174,null,-57,294,null,null,1797,null,25102,789,1727,null,933,9.5,null,277,994,null,null,174,null,144,609,null,null,1.9,1216,null,null,null,null,64,15.9,null,431,null,1023,1390,null,null,715,10.1,488,1938,106,null,null,null,944,null,1979,null,236,null,606,null,1039,null,911,"Hawkesbury",759,null,null,1993,105,null,13.3,480,103,82,66.8,null,null,null,3.1,null,null,null,732,null,13.9,null,1856,11,938,8.9,20.1,172,null,null,150,null,810,null,853,null,199,741,null,12370,"11503",936,null,1548,40,644,1316,null,null
