Financial Quarter And Year Name - Reported,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence Count
Q3-2019/2020,5093,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",2
Q3-2019/2020,5094,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3
Q3-2019/2020,5094,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1
Q3-2019/2020,5095,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
Q3-2019/2020,5095,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,9
Q3-2019/2020,5095,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3
Q3-2019/2020,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
Q3-2019/2020,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,24
Q3-2019/2020,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,4
Q3-2019/2020,5095,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5095,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,2
Q3-2019/2020,5096,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,9
Q3-2019/2020,5096,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
Q3-2019/2020,5096,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5096,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5096,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,20
Q3-2019/2020,5096,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,6
Q3-2019/2020,5096,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,2
Q3-2019/2020,5097,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
Q3-2019/2020,5097,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q3-2019/2020,5097,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5097,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
Q3-2019/2020,5097,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5097,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,7
Q3-2019/2020,5097,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,3
Q3-2019/2020,5097,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1
Q3-2019/2020,5098,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
Q3-2019/2020,5098,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q3-2019/2020,5098,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5098,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,8
Q3-2019/2020,5098,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,4
Q3-2019/2020,5098,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,2
Q3-2019/2020,5107,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,18
Q3-2019/2020,5107,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q3-2019/2020,5107,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5107,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,2
Q3-2019/2020,5107,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,20
Q3-2019/2020,5107,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,7
Q3-2019/2020,5107,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,29
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
Q3-2019/2020,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
Q3-2019/2020,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,5
Q3-2019/2020,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,61
Q3-2019/2020,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,16
Q3-2019/2020,5108,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5108,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,2
Q3-2019/2020,5109,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,9
Q3-2019/2020,5109,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q3-2019/2020,5109,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5109,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,3
Q3-2019/2020,5109,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,17
Q3-2019/2020,5109,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,9
Q3-2019/2020,5109,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5110,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,6
Q3-2019/2020,5110,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q3-2019/2020,5110,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5110,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,12
Q3-2019/2020,5110,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,8
Q3-2019/2020,5110,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,30
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,5
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,5
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
Q3-2019/2020,5112,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,5
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,48
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,6
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,4
Q3-2019/2020,5112,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
Q3-2019/2020,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,33
Q3-2019/2020,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
Q3-2019/2020,5113,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q3-2019/2020,5113,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,7
Q3-2019/2020,5113,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2
Q3-2019/2020,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,8
Q3-2019/2020,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,3
Q3-2019/2020,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,79
Q3-2019/2020,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,5
Q3-2019/2020,5113,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1
Q3-2019/2020,5113,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,30
Q3-2019/2020,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q3-2019/2020,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q3-2019/2020,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
Q3-2019/2020,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,2
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,5
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,3
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,46
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,8
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",2
Q3-2019/2020,5114,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,4
Q3-2019/2020,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5
Q3-2019/2020,5115,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q3-2019/2020,5115,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5115,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5115,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,2
Q3-2019/2020,5115,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,22
Q3-2019/2020,5116,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4
Q3-2019/2020,5116,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q3-2019/2020,5116,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
Q3-2019/2020,5116,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
Q3-2019/2020,5116,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5116,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5116,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,11
Q3-2019/2020,5116,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,3
Q3-2019/2020,5116,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5117,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
Q3-2019/2020,5118,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4
Q3-2019/2020,5118,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q3-2019/2020,5118,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,2
Q3-2019/2020,5118,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,15
Q3-2019/2020,5118,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
Q3-2019/2020,5120,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
Q3-2019/2020,5121,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
Q3-2019/2020,5125,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
Q3-2019/2020,5125,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,2
Q3-2019/2020,5125,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5125,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,9
Q3-2019/2020,5125,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,4
Q3-2019/2020,5125,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,2
Q3-2019/2020,5126,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
Q3-2019/2020,5126,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q3-2019/2020,5126,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,7
Q3-2019/2020,5127,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4
Q3-2019/2020,5127,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q3-2019/2020,5127,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,7
Q3-2019/2020,5127,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
Q3-2019/2020,5134,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
Q3-2019/2020,5137,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
Q3-2019/2020,5139,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
Q3-2019/2020,5141,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
Q3-2019/2020,5152,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
Q3-2019/2020,5153,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
Q3-2019/2020,5154,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
Q3-2019/2020,5158,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
Q3-2019/2020,5158,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
Q3-2019/2020,5158,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5158,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,12
Q3-2019/2020,5158,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,3
Q3-2019/2020,5158,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5158,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5159,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,6
Q3-2019/2020,5159,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q3-2019/2020,5159,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5159,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5159,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5159,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,11
Q3-2019/2020,5159,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2
Q3-2019/2020,5159,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5161,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
Q3-2019/2020,5161,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,11
Q3-2019/2020,5161,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2
Q3-2019/2020,5161,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,25
Q3-2019/2020,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q3-2019/2020,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q3-2019/2020,5162,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
Q3-2019/2020,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,33
Q3-2019/2020,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,9
Q3-2019/2020,5162,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5162,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5163,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7
Q3-2019/2020,5163,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q3-2019/2020,5163,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3
Q3-2019/2020,5163,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,2
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,3
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,17
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5163,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5164,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,9
Q3-2019/2020,5164,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5164,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5164,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,14
Q3-2019/2020,5164,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,8
Q3-2019/2020,5164,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
Q3-2019/2020,5165,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5
Q3-2019/2020,5165,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q3-2019/2020,5165,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5165,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,4
Q3-2019/2020,5165,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
Q3-2019/2020,5165,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,16
Q3-2019/2020,5165,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
Q3-2019/2020,5165,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
Q3-2019/2020,5166,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
Q3-2019/2020,5166,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
Q3-2019/2020,5166,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
Q3-2019/2020,5167,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
Q3-2019/2020,5167,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
Q3-2019/2020,5167,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
Q3-2019/2020,5168,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,9
Q3-2019/2020,5168,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q3-2019/2020,5168,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
Q3-2019/2020,5168,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
Q3-2019/2020,5168,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,20
Q3-2019/2020,5168,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,3
Q3-2019/2020,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5
Q3-2019/2020,5169,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
